filename,bridges_any,buildings_any,buildings_affected_or_greater,buildings_minor_or_greater,debris_any,flooding_any,flooding_structures,roads_any,roads_damage,trees_any,trees_damage,water_any,timestamp
image_0099_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:15:10.782250
image_0100_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:15:19.351384
image_0101_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:15:28.089230
image_0102_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:15:34.034012
image_0103_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:15:40.895451
image_0104_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:15:48.175561
image_0105_test.jpg,0,0,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:15:56.773200
image_0106_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:16:03.830675
image_0107_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:16:12.367922
image_0108_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:16:21.876004
image_0109_test.jpg,0,1,1,1,0,0,0,1,0,1,0,0,2025-05-04T03:16:36.197512
image_0110_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:16:42.002401
image_0111_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:16:47.850745
image_0112_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:16:53.482707
image_0113_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:17:00.658733
image_0114_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:17:07.731715
image_0115_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:17:12.170419
image_0116_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:17:17.558618
image_0117_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:17:23.518264
image_0118_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:17:28.819285
image_0119_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:17:34.463549
image_0120_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:17:41.606557
image_0121_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:17:47.791887
image_0122_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:17:57.279201
image_0123_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:18:02.198901
image_0124_test.jpg,0,1,1,1,1,0,0,1,0,1,0,0,2025-05-04T03:18:10.380613
image_0125_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:18:15.512304
image_0126_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:18:19.931222
image_0127_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:18:25.777677
image_0128_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:18:32.495695
image_0129_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:18:39.421995
image_0130_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:18:46.740015
image_0131_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:18:54.225149
image_0132_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:19:01.254072
image_0133_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:19:08.044346
image_0134_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:19:15.073724
image_0135_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:19:20.030006
image_0136_test.jpg,1,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:19:27.911837
image_0137_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:19:34.361867
image_0138_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:19:41.111957
image_0139_test.jpg,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-04T03:19:47.414307
image_0140_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:19:55.171879
image_0141_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:20:00.883358
image_0142_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:20:07.053972
image_0143_test.jpg,0,0,0,0,0,0,0,0,0,1,0,1,2025-05-04T03:20:14.687175
image_0144_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:20:20.572543
image_0145_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:20:24.884455
image_0146_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:20:32.129081
image_0147_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:20:39.347648
image_0148_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:20:46.038638
image_0149_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:20:52.306468
image_0150_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:20:59.395431
image_0151_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:21:05.204452
image_0152_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:21:10.910118
image_0153_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:21:17.991722
image_0154_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:21:23.853789
image_0155_test.jpg,0,1,0,0,0,0,0,1,0,0,0,0,2025-05-04T03:21:30.847438
image_0156_test.jpg,0,1,0,0,0,0,0,1,0,0,0,0,2025-05-04T03:21:41.445490
image_0157_test.jpg,0,0,0,0,0,0,0,0,0,0,0,1,2025-05-04T03:21:47.248956
image_0158_test.jpg,0,0,0,0,0,0,0,1,0,0,0,1,2025-05-04T03:21:54.110494
image_0159_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:21:58.805618
image_0160_test.jpg,0,0,0,0,0,1,0,1,0,0,0,1,2025-05-04T03:22:05.715064
image_0161_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:22:10.867889
image_0162_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:22:17.279769
image_0163_test.jpg,0,1,0,0,0,1,0,1,0,0,0,0,2025-05-04T03:22:23.994128
image_0164_test.jpg,0,1,0,0,0,0,0,0,0,1,0,0,2025-05-04T03:22:31.997179
image_0165_test.jpg,0,0,0,0,0,1,0,1,0,1,1,1,2025-05-04T03:22:44.548611
image_0166_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:22:50.500557
image_0167_test.jpg,1,1,1,0,1,1,1,1,0,1,1,0,2025-05-04T03:22:57.631160
image_0168_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:23:03.464827
image_0169_test.jpg,1,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:23:11.117988
image_0170_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:23:20.565536
image_0171_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:23:26.894109
image_0172_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:23:34.593409
image_0173_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:23:42.519794
image_0174_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:23:51.735311
image_0175_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:24:00.832097
image_0176_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:24:08.178984
image_0177_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:24:15.451930
image_0178_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:24:21.081417
image_0179_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:24:27.638120
image_0180_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:24:35.520784
image_0181_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:24:43.200366
image_0182_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:24:50.317392
image_0183_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:24:58.660489
image_0184_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:25:05.960667
image_0185_test.jpg,1,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:25:13.151985
image_0186_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:25:21.414471
image_0187_test.jpg,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-04T03:25:28.417158
image_0188_test.jpg,0,0,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:25:35.717558
image_0189_test.jpg,1,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:25:43.539012
image_0190_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:25:50.776019
image_0191_test.jpg,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-04T03:25:57.196698
image_0192_test.jpg,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-04T03:26:06.229841
image_0193_test.jpg,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-04T03:26:13.772960
image_0194_test.jpg,1,1,1,0,1,1,0,1,0,0,0,1,2025-05-04T03:26:22.656274
image_0195_test.jpg,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-04T03:26:31.017311
image_0196_test.jpg,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-04T03:26:37.753143
image_0197_test.jpg,1,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:26:50.983097
image_0198_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:27:05.499356
image_0199_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:27:13.391431
image_0200_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:27:21.176520
image_0201_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:27:27.926516
image_0202_test.jpg,0,0,0,0,0,1,0,1,0,1,0,1,2025-05-04T03:27:36.632640
image_0203_test.jpg,0,0,0,0,0,0,0,1,0,0,0,0,2025-05-04T03:27:42.875846
image_0204_test.jpg,0,1,0,0,0,0,0,1,0,0,0,0,2025-05-04T03:27:49.326138
image_0205_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:27:56.877512
image_0206_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:28:03.590293
image_0207_test.jpg,0,0,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:28:10.854344
image_0208_test.jpg,0,0,0,0,0,0,0,1,0,0,0,0,2025-05-04T03:28:18.021725
image_0209_test.jpg,0,1,0,0,0,0,0,1,0,0,0,0,2025-05-04T03:28:24.859615
image_0210_test.jpg,0,1,1,0,0,0,0,1,1,1,1,0,2025-05-04T03:28:32.664033
image_0211_test.jpg,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-04T03:28:38.582150
image_0212_test.jpg,0,0,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:28:45.032223
image_0213_test.jpg,0,0,0,0,0,0,0,0,0,1,0,1,2025-05-04T03:28:51.002285
image_0214_test.jpg,0,0,0,0,0,0,0,0,0,1,0,1,2025-05-04T03:28:59.576184
image_0215_test.jpg,0,0,0,0,0,0,0,0,0,1,0,1,2025-05-04T03:29:04.410337
image_0216_test.jpg,0,1,1,0,0,1,0,1,0,1,0,0,2025-05-04T03:29:12.780183
image_0217_test.jpg,1,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:29:20.158522
image_0218_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:29:27.374311
image_0219_test.jpg,0,1,1,0,0,1,0,0,0,1,0,1,2025-05-04T03:29:33.753528
image_0220_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:29:39.624687
image_0221_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:29:50.067232
image_0222_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:29:57.321679
image_0223_test.jpg,0,0,0,0,0,1,0,1,0,1,0,1,2025-05-04T03:30:04.074243
image_0224_test.jpg,0,1,1,0,0,1,0,1,0,1,0,0,2025-05-04T03:30:12.998493
image_0225_test.jpg,1,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:30:22.119264
image_0226_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:30:29.092176
image_0227_test.jpg,0,0,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:30:34.941783
image_0228_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:30:40.856883
image_0229_test.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-04T03:30:52.411797
image_0230_test.jpg,0,0,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:30:58.958759
image_0231_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:31:05.115090
image_0232_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:31:11.781248
image_0233_test.jpg,0,1,1,0,0,1,0,1,0,1,0,0,2025-05-04T03:31:20.948210
image_0234_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:31:28.278540
image_0235_test.jpg,0,0,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:31:34.318603
image_0236_test.jpg,1,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:31:43.211327
image_0237_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:31:49.667568
image_0238_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:31:56.807775
image_0239_test.jpg,0,0,0,0,0,1,0,0,0,1,0,0,2025-05-04T03:32:04.153038
image_0240_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:32:12.003662
image_0241_test.jpg,0,0,0,0,0,0,0,1,0,0,0,0,2025-05-04T03:32:18.886010
image_0242_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:32:26.166151
image_0243_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:32:35.152751
image_0244_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:32:42.743774
image_0245_test.jpg,0,0,0,0,0,0,0,0,0,0,0,1,2025-05-04T03:32:49.295742
image_0246_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:32:55.617867
image_0247_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:33:04.547963
image_0248_test.jpg,1,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:33:10.556501
image_0249_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:33:17.530403
image_0250_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:33:24.997327
image_0251_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:33:31.554519
image_0252_test.jpg,1,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:33:39.765285
image_0253_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:33:46.299830
image_0254_test.jpg,1,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:33:53.065530
image_0255_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:33:59.944901
image_0256_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:34:07.600392
image_0257_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:34:14.667019
image_0258_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:34:21.334401
image_0259_test.jpg,0,1,0,0,0,1,0,1,0,1,0,1,2025-05-04T03:34:31.276399
image_0260_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:34:36.683027
image_0261_test.jpg,0,0,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:34:43.238385
image_0262_test.jpg,0,0,0,0,0,1,0,0,0,1,0,1,2025-05-04T03:34:49.788538
image_0263_test.jpg,0,0,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:34:58.223805
image_0264_test.jpg,0,0,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:35:04.950322
image_0265_test.jpg,0,1,0,0,0,0,0,1,0,1,0,0,2025-05-04T03:35:10.887108
image_0266_test.jpg,0,0,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:35:17.773648
image_0267_test.jpg,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-04T03:35:24.713207
image_0268_test.jpg,0,0,0,0,0,0,0,1,0,0,0,1,2025-05-04T03:35:30.958359
image_0269_test.jpg,0,0,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:35:37.806409
image_0270_test.jpg,0,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:35:44.802075
image_0271_test.jpg,1,1,0,0,0,0,0,1,0,1,0,1,2025-05-04T03:35:52.769662
