filename,bridges_any,buildings_any,buildings_affected_or_greater,buildings_minor_or_greater,debris_any,flooding_any,flooding_structures,roads_any,roads_damage,trees_any,trees_damage,water_any
image_0036_test.jpg,False,True,True,True,True,False,False,True,False,True,True,False
image_0037_test.jpg,False,True,True,True,True,False,False,True,False,True,True,False
image_0038_test.jpg,False,True,False,False,False,False,False,True,False,True,True,False
image_0039_test.jpg,True,False,False,False,False,True,False,True,True,True,True,True
image_0040_test.jpg,False,True,False,False,False,False,False,False,False,True,True,False
image_0041_test.jpg,False,True,True,True,True,False,False,True,False,True,True,False
image_0042_test.jpg,False,True,True,False,False,False,False,True,False,True,True,False
image_0043_test.jpg,False,True,True,True,True,False,False,True,False,True,True,False
image_0044_test.jpg,False,True,True,True,False,False,False,True,False,True,True,False
image_0045_test.jpg,False,True,True,False,False,False,False,True,False,True,True,False
image_0046_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0047_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0048_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0049_test.jpg,False,True,True,False,False,False,False,True,False,True,False,False
image_0050_test.jpg,False,True,True,True,True,False,False,True,False,True,True,False
image_0051_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0052_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0053_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0054_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0055_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0056_test.jpg,False,True,False,False,False,False,False,False,False,True,False,False
image_0057_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0058_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0059_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0060_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0061_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0062_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0063_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0064_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0065_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0066_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0067_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0068_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0069_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0070_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0071_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0072_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0073_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0074_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0075_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0076_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0077_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0078_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0079_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0080_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0081_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0082_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0083_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0084_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0085_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0086_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0087_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0088_test.jpg,True,False,False,False,False,False,False,True,False,True,False,True
image_0089_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0090_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0091_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0092_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0093_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0094_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0095_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0096_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0097_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0098_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0099_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0100_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0101_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0102_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0103_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0104_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0105_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0106_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0107_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0108_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0109_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0110_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0111_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0112_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0113_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0114_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0115_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0116_test.jpg,False,True,True,False,False,False,False,True,False,True,False,True
image_0117_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0118_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0119_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0120_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0121_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0122_test.jpg,False,False,False,False,False,False,False,True,False,True,True,True
image_0123_test.jpg,False,False,False,False,False,False,False,False,False,True,False,True
image_0124_test.jpg,False,True,True,True,True,False,False,True,True,True,True,False
image_0125_test.jpg,False,False,False,False,False,False,False,False,False,True,False,True
image_0126_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0127_test.jpg,False,True,False,False,False,False,False,False,False,False,False,False
image_0128_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0129_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0130_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0131_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0132_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0133_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0134_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0135_test.jpg,False,True,False,False,False,False,False,False,False,True,True,True
image_0136_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0137_test.jpg,False,False,False,False,False,False,False,False,False,True,False,True
image_0138_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0139_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0140_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0141_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0142_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0143_test.jpg,False,False,False,False,False,False,False,False,False,True,False,True
image_0144_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0145_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0146_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0147_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0148_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0149_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0150_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0151_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0152_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0153_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0154_test.jpg,False,False,False,False,False,False,False,True,False,False,False,False
image_0155_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0156_test.jpg,False,True,False,False,True,False,False,True,False,False,False,False
image_0157_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0158_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0159_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0160_test.jpg,False,False,False,False,False,False,False,True,False,False,False,False
image_0161_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0162_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0163_test.jpg,False,False,False,False,False,False,False,True,False,False,False,True
image_0164_test.jpg,False,True,False,False,False,False,False,False,False,True,False,False
image_0165_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0166_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0167_test.jpg,True,True,True,False,False,True,True,True,False,True,False,True
image_0168_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0169_test.jpg,True,True,False,False,False,False,False,True,False,True,False,True
image_0170_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0171_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0172_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0173_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0174_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0175_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0176_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0177_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0178_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0179_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0180_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0181_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0182_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0183_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0184_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0185_test.jpg,True,True,False,False,False,False,False,True,False,True,False,True
image_0186_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0187_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0188_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0189_test.jpg,True,True,False,False,False,False,False,True,False,True,False,True
image_0190_test.jpg,False,False,False,False,False,False,False,False,False,True,False,True
image_0191_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0192_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0193_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0194_test.jpg,True,True,False,False,False,False,False,True,False,True,False,True
image_0195_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0196_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0197_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0198_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0199_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0200_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0201_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0202_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0203_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0204_test.jpg,False,True,False,False,False,False,False,True,False,False,False,False
image_0205_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0206_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0207_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0208_test.jpg,False,True,False,False,False,False,False,True,False,False,False,False
image_0209_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0210_test.jpg,False,False,False,False,False,False,False,True,True,True,False,False
image_0211_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0212_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0213_test.jpg,False,True,False,False,False,False,False,False,False,True,False,True
image_0214_test.jpg,False,False,False,False,False,False,False,False,False,True,False,True
image_0215_test.jpg,False,False,False,False,False,True,False,False,False,True,False,True
image_0216_test.jpg,False,True,False,False,False,True,False,True,False,True,True,True
image_0217_test.jpg,True,True,False,False,False,False,False,True,False,True,False,True
image_0218_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0219_test.jpg,False,True,False,False,False,True,False,True,False,True,False,True
image_0220_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0221_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0222_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0223_test.jpg,False,True,False,False,False,True,False,True,False,True,True,True
image_0224_test.jpg,False,True,False,False,False,True,True,True,False,True,True,True
image_0225_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0226_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0227_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0228_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0229_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0230_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0231_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0232_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0233_test.jpg,False,True,False,False,False,True,False,True,False,True,False,True
image_0234_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0235_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0236_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0237_test.jpg,False,True,False,False,False,True,True,True,False,True,True,True
image_0238_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0239_test.jpg,False,False,False,False,False,False,False,False,False,True,False,True
image_0240_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0241_test.jpg,False,False,False,False,False,False,False,True,False,False,False,False
image_0242_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0243_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0244_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0245_test.jpg,False,False,False,False,False,False,False,False,False,False,False,True
image_0246_test.jpg,False,True,False,False,False,False,False,True,False,False,False,False
image_0247_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0248_test.jpg,True,True,False,False,False,False,False,True,False,True,False,False
image_0249_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0250_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0251_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0252_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0253_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0254_test.jpg,True,True,False,False,False,False,False,True,False,True,False,False
image_0255_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0256_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0257_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0258_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0259_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0260_test.jpg,False,True,False,False,False,True,True,True,False,True,False,True
image_0261_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0262_test.jpg,False,False,False,False,False,True,False,True,False,True,False,True
image_0263_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0264_test.jpg,False,False,False,False,False,False,False,False,False,True,False,True
image_0265_test.jpg,False,True,True,False,False,False,False,True,False,True,False,True
image_0266_test.jpg,False,False,False,False,False,True,False,True,False,True,True,True
image_0267_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0268_test.jpg,False,True,False,False,False,False,False,True,False,False,False,True
image_0269_test.jpg,False,True,False,False,False,False,False,False,False,True,False,True
image_0270_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0271_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0272_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0273_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0274_test.jpg,False,False,False,False,False,True,False,True,False,True,False,True
image_0275_test.jpg,False,False,False,False,False,False,False,True,False,True,False,True
image_0276_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0277_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0278_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0279_test.jpg,False,True,False,False,False,False,False,True,False,False,False,True
image_0280_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0281_test.jpg,False,False,False,False,False,False,False,False,False,True,False,True
image_0282_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0283_test.jpg,True,True,False,False,False,False,False,True,False,True,False,True
image_0284_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0285_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0286_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0287_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0288_test.jpg,True,True,False,False,False,False,False,True,False,True,False,False
image_0289_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0290_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0291_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0292_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0293_test.jpg,True,True,False,False,False,False,False,True,False,True,False,True
image_0294_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0295_test.jpg,False,True,True,True,False,False,False,True,False,True,True,False
image_0296_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0297_test.jpg,False,True,False,False,False,False,False,True,False,True,True,False
image_0298_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0299_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0300_test.jpg,False,False,False,False,False,False,False,True,False,True,True,False
image_0301_test.jpg,False,False,False,False,False,False,False,True,False,True,True,False
image_0302_test.jpg,False,True,False,False,False,False,False,True,False,True,False,True
image_0303_test.jpg,False,False,False,False,False,False,False,False,False,True,True,False
image_0304_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0305_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0306_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0307_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0308_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0309_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0310_test.jpg,False,True,False,False,False,False,False,False,False,True,False,False
image_0311_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0312_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0313_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0314_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0315_test.jpg,False,False,False,False,False,False,False,True,False,False,False,False
image_0316_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0317_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0318_test.jpg,False,False,False,False,False,False,False,True,False,True,True,False
image_0319_test.jpg,False,False,False,False,False,False,False,False,False,True,True,False
image_0320_test.jpg,False,False,False,False,False,False,False,True,False,True,True,False
image_0321_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0322_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0323_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0324_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0325_test.jpg,False,True,False,False,False,False,False,True,False,False,False,False
image_0326_test.jpg,False,True,False,False,False,False,False,False,False,True,False,False
image_0327_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0328_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0329_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0330_test.jpg,False,False,False,False,False,False,False,False,False,True,False,True
image_0331_test.jpg,False,False,False,False,False,False,False,False,False,False,False,True
image_0332_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0333_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0334_test.jpg,False,True,False,False,False,False,False,False,False,True,False,False
image_0335_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0336_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0337_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0338_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0339_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0340_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0341_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0342_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0343_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0344_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0345_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0346_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0347_test.jpg,False,False,False,False,False,False,False,True,False,False,False,False
image_0348_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0349_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0350_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0351_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0352_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0353_test.jpg,False,False,False,False,False,False,False,True,False,False,False,False
image_0354_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0355_test.jpg,False,False,False,False,False,False,False,True,False,False,False,False
image_0356_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0357_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0358_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0359_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0360_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0361_test.jpg,False,True,False,False,False,False,False,False,False,True,False,False
image_0362_test.jpg,False,False,False,False,False,False,False,True,False,False,False,False
image_0363_test.jpg,False,True,False,False,False,False,False,False,False,False,False,False
image_0364_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0365_test.jpg,False,False,False,False,False,False,False,False,False,True,False,False
image_0366_test.jpg,False,True,False,False,False,False,False,True,False,False,False,False
image_0367_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0368_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0369_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0370_test.jpg,False,True,False,False,False,False,False,True,False,False,False,False
image_0371_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0372_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0373_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0374_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0375_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0376_test.jpg,False,False,False,False,False,False,False,True,False,False,False,False
image_0377_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0378_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0379_test.jpg,False,False,False,False,False,False,False,True,False,False,False,False
image_0380_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0381_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0382_test.jpg,False,False,False,False,False,False,False,False,False,True,True,False
image_0383_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0384_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0385_test.jpg,True,True,False,False,False,False,False,True,False,True,False,False
image_0386_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0387_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0388_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0389_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0390_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0391_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0392_test.jpg,False,False,False,False,False,False,False,False,False,False,False,False
image_0393_test.jpg,False,False,False,False,False,False,False,True,False,True,False,False
image_0394_test.jpg,False,True,False,False,False,False,False,True,False,True,False,False
image_0395_test.jpg,False,True,False,False,False,False,False,True,False,False,False,False
